xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
DATABASE:         BSR (Quantum-mechanical calculations by O. Zatsarinny and K. Bartschat)
PERMLINK:         www.lxcat.net/BSR
DESCRIPTION:      The results in this database are from a semirelativistic Breit-Pauli B-spline R-matrix (close
                  coupling) treatment of e-Ar collisions. An individually optimized, term-dependent set of
                  non-orthogonal valence orbitals was used to account for the strong term dependence in the one-electron
                  orbitals. The predictions have been validated against a number of benchmark experimental data measured
                  in crossed-beam setups. Particularly good agreement was achieved in the near-threshold resonance
                  regime, where the excitation process is dominated by negative-ion resonances.
CONTACT:          O. Zatsarinny and K. Bartschat
                  Drake University
                  Des Moines, Iowa 50311, USA
                  e-mails: oleg_zoi@@yahoo.com and klaus.bartschat@@drake.edu
HOW TO REFERENCE: O. Zatsarinny and K. Bartschat 2004 J. Phys. B: At. Mol. Opt. Phys. 37 4693 and M. Allan, O.
                  Zatsarinny, and K. Bartschat 2006 Phys. Rev. A 74 030701 (R).
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

************************************************************************************************************************


********************************************************** Xe **********************************************************

ELASTIC
Xe
 4.200000e-6  1.000000e+0
SPECIES: e / Xe
PROCESS: E + Xe <-> E + Xe, Elastic
PARAM.:  m/M = 0.0000042, g1/g0 = 1
COMMENT: DBSR_p0l model,momentum transfer.
UPDATED: 2012-08-17 18:41:11
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.211040e+2	1.935970e-20
 1.294680e+2	1.900010e-20
 1.394680e+2	1.863310e-20
 1.480330e+2	1.833370e-20
 1.574570e+2	1.804990e-20
 1.679770e+2	1.786140e-20
 1.769410e+2	1.764040e-20
 1.896430e+2	1.743520e-20
 2.028270e+2	1.712420e-20
 2.173870e+2	1.679350e-20
 2.335830e+2	1.646180e-20
 2.490840e+2	1.603530e-20
 2.657260e+2	1.558470e-20
 2.890450e+2	1.500660e-20
 3.128370e+2	1.433890e-20
 3.417940e+2	1.372130e-20
 3.662880e+2	1.308080e-20
 3.948610e+2	1.237650e-20
 4.193170e+2	1.179140e-20
